"Data Source","World Development Indicators",

"Last Updated Date","2023-09-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Armenia","ARM","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2167.29241546346","2245.9136932429","1155.55558663946","634.166235459596","408.616263446239","494.952422397858","539.892412557163","569.122319434569","585.174430266467","571.879240057018","635.816751211842","640.172313144702","604.301333607297","642.396717099499","683.277637246412","824.451980575247","845.399582221758","949.558196946937","1006.92091394409","880.468752108426","842.822149731883","927.139041084666","1019.27381116181","999.64706510856","1023.8099192714","","","","","","","","",
"American Samoa","ASM","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1560.56581606872","","","","","","","","","","","","","","1710.13795112806","1715.30881818979","1767.72359231102","1780.14046039797","","","","","","","","","","","","","","","",
"Australia","AUS","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","3063.55427059293","3115.78708385004","3172.97486501583","3284.05095890411","3349.41416674129","3463.21557780119","3546.53797957257","3692.80794982626","3763.55841452244","3792.93476310854","4063.41136963301","3989.6297441447","4035.20634438795","4264.27122571001","4294.16162646652","4345.87144605197","4405.70298581914","4671.19567361894","4629.61847053907","4683.85317624363","4737.4820310373","4695.85298386546","4815.50754541862","4547.90459228431","4641.14534387127","4594.11930800455","4623.75350769586","4772.37809392768","4702.85184686046","5001.09834323119","5061.50015399826","4927.77132609536","4963.85816169283","5156.93337857719","5103.9479557628","5148.3442101981","5419.10110565474","5497.49658538926","5584.51919389427","5644.26397588297","5680.90287554624","5486.05610016985","5614.26334981772","5618.08648429316","5652.7633305677","5624.19201932671","5778.28181808136","5868.34089844726","5964.66605635347","5862.5646464103","5793.11602573559","5745.23218954465","5575.28709327857","5468.39136879598","5334.68167873774","5483.81640154023","","","","","","","",
"Austria","AUT","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","1546.26146801032","1554.0349059502","1675.87362115182","1823.99522506933","1855.08515530813","1851.84356410887","1902.7564078226","1920.21212422723","2045.82812289501","2181.63230885943","2418.21012909186","2508.5209190556","2627.32249578186","2830.94680215103","2730.43732640895","2654.84872942694","2866.97592037565","2797.4219223802","2893.02229941797","3138.91614262013","3067.01191996803","2897.00939790268","2830.22178095467","2843.40556816995","2953.68814962876","3051.59706199021","3061.58886225966","3174.74539202539","3204.56218243746","3138.98348816934","3240.1113592998","3415.17308238117","3245.59207592069","3255.78470440001","3234.49298510934","3373.60356545154","3580.42079819656","3550.40417086207","3606.61037918892","3591.8094661828","3570.49882632185","3758.45756925295","3773.65172816435","3973.6243266728","4007.56990423112","4085.56765095628","4078.81222561241","4019.59016993216","4032.14842619644","3798.15116830548","4051.19602018508","3921.90051459529","3886.76773201774","3919.04441873374","3763.3279025587","3800.29942035468","","","","","","","",
"Azerbaijan","AZE","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3158.34792061545","3087.74730790918","2464.58070590148","2175.3425041362","1947.80735991996","1809.18963935535","1513.67319335309","1444.31945906293","1485.15341842538","1369.11189752905","1403.43326789752","1410.96545517309","1414.52811140548","1476.59088424964","1539.23012098959","1599.9606761322","1559.56874554337","1411.557339797","1520.31391925508","1334.16617834119","1279.552594272","1369.35099893362","1472.89739090323","1474.00343280059","1502.07816841371","","","","","","","","",
"Burundi","BDI","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belgium","BEL","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","2519.49731954668","2570.81562308497","2810.06114801046","3043.30699253049","3021.64721197111","3116.03356288847","3051.29742867378","3182.92345750038","3590.00425834692","3877.04436394157","4135.19976958327","4099.95531967727","4473.92951272846","4720.78411204592","4617.49859476963","4317.93565765711","4622.23311805686","4589.52440999605","4826.56495724289","4976.77709901992","4743.42206023546","4415.35860396134","4208.2578021394","4156.25740701658","4334.90242681859","4474.0629933656","4633.92001661356","4727.68639527695","4770.94839816823","4798.9264514706","4809.86726801499","5006.00470628876","5040.67044042513","4902.26997439133","5186.18662673891","5267.67067078591","5536.47127489148","5523.45916437528","5603.16026411035","5612.71467558683","5669.35817583222","5634.21548679492","5390.71973335359","5590.02597595848","5592.98874969209","5555.61578402951","5470.49182410472","5336.96321183546","5454.66715929162","5196.58198268641","5539.47222297176","5092.31614681439","4845.48829505754","4997.46330606994","4708.22121789549","4687.7870492938","","","","","","","",
"Benin","BEN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","357.78551933845","366.683267815821","366.343597593094","365.962433919491","368.057802061915","348.455594829278","352.033890753976","356.743756473528","353.542793177783","352.783390659058","342.572462894852","344.555339465788","344.248603508644","342.703473272041","349.054383792746","342.162885910258","336.740184614912","335.232625717564","327.155359380522","323.627391413013","318.656969918644","316.66550013577","310.000155971218","305.124224388923","305.47037787577","346.685289481065","349.376846125255","334.315586307367","338.243190153359","283.318588692835","292.364671803724","304.349844445135","311.456223672213","315.471272981349","306.682599090806","350.965310746122","370.765565792117","367.992860021182","374.899073471024","386.774525154806","385.938550622122","388.30853923846","394.262532824121","403.911541234143","","","","","","","","",
"Burkina Faso","BFA","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","83.1556545607592","84.6878737785739","89.2959484413889","89.9512441820218","90.0537072486078","93.678914711794","93.7411742446561","94.6938507678338","96.1548137010198","100.111932876257","99.5216681742624","102.2822046545","101.874087585108","100.605982371867","103.699827360822","108.420491480837","104.377294053266","112.25140712233","115.358453361067","118.880944949507","114.932508982694","119.100032818648","123.368844537769","126.404789846664","134.983406277187","133.423030371464","136.91054546675","140.072931448728","139.239039927979","141.353608766496","151.715322926891","152.480017381266","157.890086478995","158.16304124819","161.758867678183","171.227835415688","177.02009687605","184.156438466608","192.043948062125","205.624589214859","210.734260116294","218.403519337997","220.232314404391","227.128103107169","","","","","","","","",
"Bulgaria","BGR","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","2228.68705114981","2262.78654882116","2378.25373882072","2463.24405199139","2665.459429943","2780.33176310504","2954.26673888991","3084.45204192587","3200.49898367766","3203.61009689631","3185.50953721563","3309.20642510527","3370.13232378846","3387.27422330384","3419.76767712953","3450.94171566942","3411.07339478891","3488.29275375034","3426.94220506722","3237.35265027347","2536.64400505678","2396.007266371","2590.01125194501","2519.85914523809","2746.66773414963","2745.71000281484","2504.1226804208","2425.94624591215","2230.66030060565","2277.36796728392","2421.14536113856","2410.96935484674","2490.41667315085","2440.69815961414","2597.89616674405","2691.46043782007","2666.11144523943","2648.86705627088","2351.6550533062","2416.70390728324","2617.12786908804","2513.35238098367","2329.122801222","2477.65540069696","","","","","","","","",
"Bahrain","BHR","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","6099.05970769551","5627.93500121328","7929.10471024658","8386.01469919853","7479.46800600457","9063.90729359694","7872.93593837704","7667.9781935983","8714.98166987312","7736.60144238062","8222.31672098137","8953.47772603237","8328.15510954315","8580.48695544312","9580.29122302158","9880.47428231259","9164.80661858476","10099.7771741042","9853.90197642046","10116.9383361228","9624.0953279232","10224.3115046801","10413.2931303431","10704.9998820067","10492.1100803675","10160.0158670957","11104.0400341381","11322.2366628797","10899.6825754588","11199.6086820851","11212.3978270664","11345.2100961616","11573.2625254415","10847.8638816199","11510.3185312239","11454.0603781124","11184.1144722123","11362.0691984369","10388.4826271161","10436.7710491948","10453.083426218","10251.0696451007","10860.4686000255","10798.12284633","","","","","","","","",
"Bahamas, The","BHS","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2384.06874194156","","","","","","","","","","","","","","1935.35788089971","2001.12707156904","2001.90549644988","1982.2963323324","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1561.44013207812","1402.94945835386","1040.49811377239","940.014927791942","381.429061246621","398.394145676061","446.60778028078","665.653346008694","813.789304114473","797.939761339596","1039.92965413282","1001.23816071393","1049.50326433102","1051.44945081657","1160.83044080659","1230.97493904326","1306.04551012472","1323.41569449753","1511.77919922747","1603.37051125008","1700.65005058923","1908.97166070643","1819.09272164456","1784.07705306258","2190.94343764947","","","","","","","","",
"Belarus","BLR","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4465.22250491396","4348.44659384641","3620.56542034578","3076.68572767981","2615.75082710347","2427.70966087235","2501.45493376737","2505.497392471","2465.43965659922","2411.56894694965","2462.41105614348","2485.56511127658","2550.108823149","2643.68751307194","2752.759002794","2768.82153868282","2965.37796655132","2917.9070329077","2932.1032726227","2790.77788052353","2902.10543497378","3101.43111508223","3228.47300408306","2888.46029173763","2936.57754684202","","","","","","","","",
"Belize","BLZ","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","581.732744031678","","","","","","","","","","","","","","569.584901222954","574.230940704414","595.714320348839","598.977699858332","","","","","","","","","","","","","","","",
"Bermuda","BMU","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","217.7000584651","235.343581005815","243.408534207164","254.885101316077","288.756373133304","309.258049845977","323.346166616672","342.710492565618","368.997287171279","426.161000319381","437.664911589479","450.344827125755","418.165806731998","408.25547199375","394.641562383038","365.256395179196","331.319953031134","338.952615433817","353.533437739553","367.886080904778","371.458314555733","385.487892963599","403.930073991757","436.003406413697","480.071660023993","506.584188709819","542.429794267832","538.415200421676","519.57210359647","570.849572006606","436.367750412642","514.048798825875","525.181349392727","516.756165910342","553.924930908266","681.280162570972","545.434980319534","570.14735856441","583.805982837871","625.268920805183","649.337558961187","734.282543766392","726.323700365687","763.166338844225","","","","","","","","",
"Brazil","BRA","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","706.539047007619","739.126566635697","790.79294197886","821.729740093783","837.973518340737","859.160972475153","867.229470459537","901.243448921711","935.940378662212","931.005384215441","872.59877639711","867.123598354415","868.990658462603","904.796268395166","945.68249546472","969.643811551219","987.363022308215","981.479232929484","982.656224051485","930.331453772057","931.664947625465","925.894416570949","933.849784659419","967.588932153212","985.196513197833","1021.83833926006","1057.72522153162","1067.31265898785","1076.11239876656","1065.77369262446","1070.14058731584","1084.67590148833","1089.510543868","1137.06927764977","1152.75656985554","1180.04791975066","1234.19870587426","1290.16781897111","1236.15398320693","1354.07546508009","1362.56078162648","1408.85252774701","1456.10904746834","1490.42584610757","","","","","","","","",
"Barbados","BRB","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1243.83206885362","","","","","","","","","","","","","","1396.62203683358","1447.24781706788","1471.75741887769","1477.28444909447","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","1278.31624190501","1219.37506081203","2310.73021836112","3848.23152792358","4637.31342348719","5914.00305336112","6187.74624765478","5598.85568976478","5639.69969936961","7182.1989027304","6695.16586896378","6963.70433135623","7110.86000106012","7920.39388490884","8023.81156046984","6810.90007179688","6755.38887393148","5432.44794061751","6106.82725227621","6592.98738584649","7236.05202697695","7568.66943507224","7099.2016521901","6424.02247075548","7512.62968200952","7387.24215861736","7458.46782561499","7266.08610909818","7252.4698435995","7140.82161916113","6479.11946658528","6208.96613452368","7075.18818229321","6371.59082397264","6048.01522700066","8453.46934615137","8520.80010983556","9212.07692787751","7795.84997604474","8181.56660850947","9645.89570267941","9418.90250200426","7389.22327314417","8529.72956107677","","","","","","","","",
"Bhutan","BTN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100.234129954409","","","","","","","","","","","","","","276.926911295695","307.542479304954","313.400469358049","357.973867907643","","","","","","","","","","","","","","","",
"Botswana","BWA","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","767.996239113424","773.230734040463","752.820026453804","741.371216463331","755.920766063876","799.485780525633","768.280041725358","874.80733735467","905.837189274402","908.174888219973","898.763132123797","1006.48696588641","980.807816930208","939.927930276733","937.61021071057","892.476720249227","914.900015685267","1010.0966419621","1020.98775211964","1039.5683807329","1030.89226019195","1027.81247040604","1006.7021993439","972.830182589822","986.049290815176","1000.09436388373","1013.46787481501","1050.94902656278","960.346940478683","1029.72896220425","969.651416540575","1078.77173425882","1119.34588265432","1201.80359373839","","","","","","","","",
"Central African Republic","CAF","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","4251.35353834052","4307.82075420065","4451.56011604169","4694.12006960557","4903.60760672704","5153.93241183047","5272.6647047087","5557.29174015285","5871.52039143849","6091.10000951113","6476.38852935659","6436.22625629541","6863.44433456086","7084.62368269079","7089.99999079269","7170.4125280454","7293.69860938733","7431.43988603482","7561.74493868787","7862.20639476556","7828.83798348216","7555.2449313384","7173.55516447822","7076.52331814175","7368.74044037789","7468.09634319419","7521.88689331202","7671.1995995251","7885.24440007589","7963.29790527702","7630.09230606557","7517.33030357287","7601.68517694524","7770.54644758451","7957.24563262571","7979.89844555264","8053.45485804934","8056.24362752186","7948.39727830446","8107.51515577335","8265.07992477285","8056.3494253004","7993.87938404109","8341.34314379952","8455.5470136727","8422.03430847519","8239.94637098436","8213.38954256017","8194.88077131979","7797.12113645126","7788.56078606815","7911.55458837168","7733.41165473909","7743.72574213676","7897.85561511436","7631.34157027209","","","","","","","",
"Central Europe and the Baltics","CEB","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","2611.2149151246","2666.45876684044","2769.25417301117","2785.94966619656","2925.6647144417","3055.99119837851","3195.30598842452","3347.35221985556","3407.48630027493","3404.42305286129","3265.24599555413","3338.93989143273","3321.96628585096","3291.90883112907","3367.00752280309","3434.53758503658","3516.41453538279","3497.11507575306","3371.98483191947","3089.52494099679","2832.54230782158","2624.11439957918","2609.57896374113","2502.91713643051","2609.64390544309","2697.21847681768","2642.39189238823","2519.73159789869","2394.87290001717","2376.47106686069","2456.95267754914","2484.39320880618","2570.98370578595","2579.47448153663","2617.57646936408","2690.90888583771","2696.75490925362","2706.4490452995","2527.35147431345","2634.98393198861","2637.75999544147","2566.10715329701","2511.70955906068","2470.54431835595","","","","","","","","",
"Switzerland","CHE","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","1398.65483620245","1454.75511630398","1568.91106001904","1869.58749769724","1819.43533749232","1943.60051580542","1966.69213697461","2040.82790020002","2172.60388343946","2334.44403033903","2556.65870717052","2637.67078212746","2727.71921732081","2998.00518347889","2783.51453660506","2710.77292387379","2821.01288630678","2877.79290941471","2995.0168249615","3042.17915548272","3170.57547162646","3093.32327574403","2984.22326318443","3173.30757763205","3239.36996506446","3412.39110931145","3544.52206015752","3430.85551250048","3436.87583284218","3339.08347214466","3627.6928112332","3637.19412033392","3613.28432938242","3490.88655449165","3494.44714922299","3421.65104058737","3473.20630386674","3525.89130114012","3557.99007623206","3547.37289002744","3480.59157184118","3673.29257271309","3553.74025721943","3542.06560266172","3530.5783446386","3488.21834810945","3619.15163869697","3410.81988267431","3499.79098222662","3481.85284518735","3347.6183556895","3205.32827089841","3202.83433712303","3304.11543776221","3059.93674902905","2960.07338939119","","","","","","","",
"Channel Islands","CHI","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","871.756558095056","871.138746067941","824.662038863227","805.829953050505","717.349195185389","747.965107212313","763.509947847106","778.817315672791","811.500300194678","826.375251660269","827.407819799473","747.79985581933","762.2745451869","790.673719380976","777.410688412087","800.077222409649","812.917689783764","905.514766585834","998.767044728772","1049.95080517922","1056.26796156451","1123.96874047918","1134.13403516663","1201.16266125027","1272.24946513775","1390.03384287745","1536.13188317143","1570.72669517152","1649.13111862423","1639.40102394514","1590.91909303144","1629.15082972309","1628.92758434394","1717.53829418791","1753.53055035542","1807.42357851367","1856.39734817985","1820.30610519053","1753.80597925071","1814.12209551991","1957.05232685126","2145.52198849818","2209.86000796691","2041.19322390071","2016.68746115024","","","","","","","",
"China","CHN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","464.933156978023","477.168708745635","483.717375331655","486.167985783307","527.488337452736","537.174731514959","577.21101059404","617.154901089247","619.043662313404","609.455195748215","597.14671013246","606.830437325878","621.910717182477","651.074958647795","657.759736070939","671.209503276184","694.422359979152","720.341495783521","724.116105126715","766.995329395649","736.851801386885","752.628662540666","788.128723566749","816.162889997357","866.834374260803","881.653737423514","871.756323801394","869.358607334522","878.52453551629","898.987313140273","928.811433738255","984.810714620431","1118.43177274138","1268.13290434581","1393.69132405731","1515.1736777471","1630.17102857988","1672.90411994066","1778.43351862146","1954.72255616896","2085.08302163141","2149.60256906343","2204.24329905226","2224.35489845903","","","","","","","","",
"Cote d'Ivoire","CIV","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","429.26684603786","435.632436474746","430.065460377702","428.950683952155","431.87163781166","446.735893619911","438.70440539921","451.764592219838","440.096053608338","430.395204129189","412.818424748664","395.819054261572","372.274874623601","365.875462055698","371.053710454809","397.965262904678","393.312775976514","386.552784144948","385.425802082415","364.812846436853","361.37778230872","379.730625064942","379.135036610363","374.821705246631","360.424643071857","390.872669443262","385.191490593724","371.531226137352","429.7738624758","404.17073668709","378.654206426871","394.695580957071","364.219570378326","501.432442110913","507.0279382706","487.703784721268","513.703759770306","505.43786101563","453.47799244425","481.19392944389","540.338100870782","573.928140080157","602.141467180862","603.372260421634","","","","","","","","",
"Cameroon","CMR","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","406.676122432043","404.570959141008","402.318405964089","402.095738013706","410.362022311301","405.444149455622","422.816466959307","424.961991214832","428.658424817887","429.050324704858","434.629305447201","443.654052299849","449.764367786239","451.306242684231","454.671818987962","447.336777711063","441.658899520362","441.900436011726","444.579520547068","435.750079611426","427.007300819454","419.162584581045","421.238537771128","423.572142030944","419.137977271115","417.985161901108","418.60449268968","419.437247246675","411.637330036595","418.090892188062","412.059688175233","410.667239410651","415.851255502672","417.197465680973","408.363135739727","378.733867479135","347.346183672398","340.585205975306","357.881874857202","350.477280552264","328.344500941446","329.213665740426","336.358732205881","340.947735126012","","","","","","","","",
